Citation,,,Sample,,,Flow,,,,,,,Experimental Set up,,,,Outputs,,,,,Info
Article (MLA),Authors,DOI,"Geometry of Sample (flat, wire, or Cylindrical)","Dimensions of sample (Wire is in diameter, cylinder is in radius x length, rectangle is in L x W x H)",Material of sample,Oxygen Concentration,Pressure,Flow Velocity (Co flow is + and counter flow is -),Rig Name,"Internal geometry (Cylindrical , rectangular)",Internal Dimensions ,Gravity (g/gearth),"Ignition method (Wire, open flame, or Radiative Heater","Expireimental facility (Parabolic Aircraft, Drop Tower, Spacecraft, Sounding Rocket, Ground)",Ignition power (W),Ignition time (s),Ignition (Yes/No),Flame Length,FSR (Flame Spread Rate),HRR (Heat release rate),Smoke/ Areosols (yes/no),
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 3.976 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.10,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 8.089 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.63,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 8.089 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.22,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 8.089 mm,PMMA,30%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.19,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 9.968 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.06,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 20.000 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.06,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 30.373 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.06,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 83.949 mm,PMMA,21%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.06,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.016 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,63.36,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.016 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,50.23,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.016 mm,PMMA,50%,0.75 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,46.48,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.051 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,26.81,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.051 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,19.93,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.051 mm,PMMA,50%,0.25 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,11.15,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.126 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,6.10,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.128 mm,PMMA,50%,0.75 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,5.36,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.128 mm,PMMA,50%,0.5 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,4.90,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.128 mm,PMMA,50%,0.25 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,4.25,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.182 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,4.97,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.177 mm,PMMA,50%,0.5 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,4.48,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.179 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,3.99,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.478 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,2.02,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.472 mm,PMMA,50%,0.5 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.82,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.465 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.65,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.505 mm,PMMA,50%,0.25 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.39,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.603 mm,PMMA,50%,0.5 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.56,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 0.603 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.77,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.012 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.16,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.026 mm,PMMA,50%,0.75 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.04,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.176 mm,PMMA,50%,0.25 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,1.21,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.144 mm,PMMA,50%,0.5 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.83,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 1.144 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.75,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 2.027 mm,PMMA,50%,0.75 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.67,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 2.000 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.52,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 2.292 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.59,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 2.230 mm,PMMA,50%,0.75 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.53,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 2.200 mm,PMMA,50%,0.25 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.44,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 4.062 mm,PMMA,50%,0.75 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.82,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 4.783 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.86,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 4.783 mm,PMMA,50%,0.5 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.46,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 4.655 mm,PMMA,50%,0.25 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.26,,,
"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spread over a Thin PMMA Sheet."" JSME International Journal Series B 43.4 (2000): 556-562.","Shuhei Takahashi, Takeshi Nagumo, Kazunori Wakai, Subrata Bhattacharjee",,Flat,30 mm x 10 mm x 8.249 mm,PMMA,50%,1.0 atm,-300,,Rectangular,700 mm x 500 mm x 500 mm,1.00,Wire,Ground,,,Yes,,0.62,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat, L mm x 10 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-99,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,0.01,Wire,Drop Tower,,,Yes,,6.06,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat, L mm x 20 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-100,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,0.01,Wire,Drop Tower,,,Yes,,6.22,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat,L mm x 40 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-100,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,0.01,Wire,Drop Tower,,,Yes,,5.69,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat, L mm x 10 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-149,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,0.01,Wire,Drop Tower,,,Yes,,6.50,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat, L mm x 20 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-149,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,0.01,Wire,Drop Tower,,,Yes,,7.51,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat,L mm x 40 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-149,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,0.01,Wire,Drop Tower,,,Yes,,7.83,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat, L mm x 10 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-200,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,0.01,Wire,Drop Tower,,,Yes,,6.79,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat, L mm x 20 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-200,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,0.01,Wire,Drop Tower,,,Yes,,7.86,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat,L mm x 40 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-200,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,0.01,Wire,Drop Tower,,,Yes,,8.14,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat, L mm x 10 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-257,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,1,Wire,Drop Tower,,,Yes,,7.32,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat, L mm x 20 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-258,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,1,Wire,Drop Tower,,,Yes,,8.20,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat,L mm x 40 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-257,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,1,Wire,Drop Tower,,,Yes,,8.02,,,
"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institute 40.1-4 (2024): 105775.","Vipin Kumar, Naresh Kambam, Amit Kumar",10.1016/j.proci.2024.105775,Flat, L mm x 10 mm x 0.076 mm,Cellulosic paper (Kimwipes),21.0%,1.0 atm,-270,NCCRD IIT Madras combustion duct / drop tower,Rectangular,120 mm x 120 mm x 530 mm,1,Wire,Drop Tower,,,Yes,,6.88,,,
